rating,startYear,runtimeMinutes,awardWins,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,genres
5,2012,58,0,1,1,135,0,3,0,0,0,3,1,42,['GB'],"Drama,Thriller"
5,1905,1,0,0,0,1,0,7,0,0,0,1,2,19,['US'],"Comedy,Short"
6,2003,58,0,0,0,20,0,8,0,0,0,6,1,44,['FR'],Drama
8,1995,58,0,0,0,34,0,1,0,0,0,1,0,6,['JP'],"Action,Adventure,Comedy"
6,2010,58,0,2,0,15,0,7,0,0,0,1,0,10,['ES'],"Comedy,Horror,Short"
8,1985,120,0,3,0,31,1,4,0,1,0,1,0,37,['XWG'],Family
8,1999,58,0,1,0,7,0,4,0,1,0,4,0,53,['GB'],Documentary
7,1932,92,0,1,0,42,0,3,0,0,0,5,0,93,['CSHH'],Comedy
7,2010,11,1,1,0,44,2,7,0,0,0,7,3,571,['FR'],"Drama,Short"
8,2008,58,0,1,0,13,0,9,0,0,0,1,0,108,['US'],Sport
5,2019,58,0,0,0,43,0,4,0,1,1,1,0,8,['CA'],Adult
6,1994,112,1,20,1,112,9,3,0,0,0,19,22,1285,['US'],"Comedy,Drama"
9,2004,58,0,0,0,31,0,4,0,1,0,1,0,11,['DK'],Documentary
8,2004,41,0,1,0,102,0,1,0,0,0,1,0,163,['US'],"Adventure,Game-Show,Reality-TV"
5,1998,95,0,1,0,137,0,3,0,0,0,13,3,828,['AR'],"Comedy,Music"
9,2013,8,0,2,0,78,0,7,0,0,0,1,0,145,['US'],"Comedy,Short"
9,2019,80,2,301,1,58,2,4,3,1,0,34,149,14476,['KR'],"Action,Comedy,Drama"
8,1972,55,0,0,0,3,0,1,0,0,0,1,0,20,['US'],"Adventure,Animation,Family"
4,2021,58,0,5,0,20,0,3,0,0,0,1,0,28,['US'],Drama
8,1974,60,0,4,0,43,0,1,0,0,0,1,2,130,['US'],"Action,Crime,Drama"
7,1991,58,0,1,0,81,0,3,0,0,0,1,1,42,['SUHH'],"Crime,Musical"
6,1993,50,1,1,0,178,0,4,0,1,0,1,0,28,['PT'],Musical
7,1978,101,1,26,0,64,0,3,0,0,0,4,0,76,['DK'],"Comedy,Drama"
7,1934,61,0,13,0,51,2,3,0,0,0,7,4,95,['US'],Western
7,1995,30,0,2,0,126,0,4,4,1,0,1,0,24,['US'],Comedy
7,2007,58,0,1,0,13,0,5,0,0,0,1,0,5,['MX'],Action
6,1986,83,0,0,0,14,0,5,1,0,1,1,1,14,['US'],"Adult,Drama"
8,1960,30,0,1,0,43,0,1,0,0,0,1,3,170,['US'],Western
7,1938,86,0,17,0,97,1,3,0,0,0,8,12,233,['US'],"Crime,Drama"
8,2011,9,1,1,0,22,2,7,0,0,0,1,1,51,['US'],"Animation,Short"
6,2011,13,0,21,0,135,0,4,0,1,0,12,2,123,['IT'],"Animation,Fantasy"
8,1979,26,0,0,0,24,0,1,0,0,0,1,0,7,['XWG'],Crime
8,1986,58,1,1,0,13,0,7,0,0,0,1,0,61,"['BR', 'CA']","Animation,Short"
8,2001,43,0,1,0,24,0,1,0,0,0,1,0,12,['AU'],Drama
7,1956,31,0,84,0,32,0,7,0,0,0,1,4,54,['GB'],"Crime,Short"
9,2007,28,0,1,0,60,0,1,0,0,0,1,3,99,['GB'],Comedy
9,2013,95,0,3,1,17,0,3,0,0,0,1,0,15,['US'],"Documentary,Music"
9,2017,8,0,8,0,6,0,7,0,0,0,1,2,7,['IN'],"Drama,Short"
8,1962,30,0,15,0,32,0,1,0,0,0,1,10,150,['US'],"Comedy,Family"
7,1958,83,0,7,0,29,0,3,0,0,0,6,0,141,['NO'],Comedy
8,2021,58,0,0,0,33,0,1,0,0,0,1,0,72,['US'],"Documentary,Game-Show,Reality-TV"
2,2015,54,0,1,0,5,0,3,0,0,0,1,0,21,['US'],Horror
7,2018,58,0,0,0,77,0,1,0,0,0,7,0,31,['JP'],"Action,Animation,Crime"
7,1982,58,0,5,0,20,0,3,0,0,0,5,1,15,['TW'],Drama
6,1955,58,0,0,0,11,0,8,0,0,0,1,1,8,['US'],Musical
8,2009,70,0,1,0,12,4,3,1,0,0,2,0,40,['ES'],Documentary
7,1993,58,0,1,0,1436,0,4,0,1,0,1,0,10,['CH'],Talk-Show
8,1960,90,1,5,0,36,0,3,1,0,0,5,1,110,['GR'],Drama
8,1998,58,0,1,0,11,0,3,0,0,0,1,0,9,['MY'],"Adventure,Comedy,Family"
7,2020,15,1,5,0,12,3,7,0,0,0,1,0,22,['US'],"Drama,Short"
8,1985,47,0,1,0,91,0,1,0,0,0,1,0,77,"['US', 'GB']","Drama,Romance"
8,1990,5,0,1,0,4,0,1,0,0,0,1,0,32,['GB'],"Animation,Comedy,Family"
9,1997,53,0,2,0,3,0,8,0,0,0,1,0,12,['US'],Documentary
7,2017,58,0,8,0,71,0,1,0,0,0,1,0,45,['DE'],"Crime,Drama,Mystery"
8,1981,25,0,2,0,47,1,1,0,0,0,1,2,468,['US'],"Comedy,Drama,War"
9,2001,42,0,56,0,123,2,1,0,0,0,1,7,2029,['US'],"Action,Adventure,Drama"
6,2013,58,0,2,0,20,0,4,0,1,0,1,0,15,['AU'],Game-Show
8,1984,48,0,3,0,80,0,1,0,0,0,1,0,74,"['US', 'GB']","Drama,Romance"
8,2001,25,0,16,0,34,1,1,0,0,0,1,0,145,['JP'],"Action,Adventure,Animation"
7,1974,85,0,1,0,33,0,3,0,0,0,1,0,10,['ZA'],Comedy
8,1985,68,0,1,0,27,0,5,0,0,0,1,2,46,['US'],"Biography,Documentary"
5,2020,68,0,33,1,233,4,3,1,0,0,19,12,1040,['US'],"Action,Comedy,Family"
5,1989,81,0,4,0,56,5,3,0,0,0,4,3,126,['US'],"Sci-Fi,Thriller"
6,1904,2,0,13,0,1,2,7,0,0,0,3,0,170,['FR'],"Fantasy,Short"
7,2023,58,0,3,0,33,0,4,0,1,0,4,0,18,['MX'],Reality-TV
7,2020,58,0,6,0,46,0,7,0,0,0,16,8,1469,['US'],"Animation,Fantasy,Horror"
8,1996,85,0,1,0,82,0,5,0,0,0,1,1,45,['US'],"Adventure,Animation,Comedy"
7,1989,90,0,1,0,136,2,1,0,0,0,1,0,74,['US'],"Comedy,Music"
5,2003,60,0,1,0,246,1,4,0,1,0,1,1,19,['GB'],Talk-Show
6,1980,95,0,2,0,28,7,3,0,0,0,1,6,126,['ES'],"Horror,Thriller"
5,2017,43,0,4,0,89,0,1,0,0,0,1,1,13,['US'],Reality-TV
3,2021,80,0,64,2,90,1,3,0,0,0,9,3,742,"['CA', 'CN', 'ES']","Animation,Comedy,Family"
6,2012,10,0,0,0,14,0,7,1,0,0,1,1,11,['US'],"Drama,Short,Western"
8,1962,96,0,1,0,56,0,3,0,0,0,4,0,12,['HK'],Drama
9,1955,25,0,1,0,20,0,1,0,0,0,1,0,31,['US'],Western
8,2014,56,0,3,0,7,0,3,0,0,0,1,5,182,['US'],Documentary
4,2014,170,0,20,0,38,0,4,0,1,0,1,0,13,['RU'],Adventure
7,2012,94,0,1,0,96,3,3,1,0,0,1,1,57,['GB'],Drama
8,2005,58,0,1,0,128,1,1,0,0,0,1,1,578,['US'],"Drama,Fantasy,Mystery"
7,1945,58,0,3,0,24,0,3,0,0,0,2,0,13,['TR'],"Drama,War"
7,1902,58,0,0,0,2,0,7,0,0,0,1,0,13,['GB'],"News,Short"
7,1987,58,0,0,0,20,0,1,0,0,0,1,0,9,['US'],Comedy
6,1980,24,0,1,0,36,0,1,0,0,0,1,0,13,['JP'],"Adventure,Animation,Drama"
8,2012,58,0,0,0,3,0,1,0,0,0,1,0,7,['FR'],Comedy
6,1955,58,0,15,0,45,0,3,0,0,0,2,0,26,['SUHH'],Drama
7,2002,58,0,0,0,14,0,5,0,0,0,1,0,18,['US'],Documentary
5,1904,3,0,1,0,1,0,7,0,0,0,1,2,212,['US'],"Documentary,Short"
8,1994,30,3,7,0,155,0,4,3,1,0,3,1,144,['CA'],"Family,Fantasy"
9,2022,58,0,1,0,43,2,3,0,0,0,6,0,46,['NG'],Comedy
5,2020,97,10,3,1,64,7,3,2,0,0,12,3,203,['US'],Drama
9,1987,58,0,27,0,97,2,1,0,0,0,1,1,473,['US'],"Comedy,Family,Sci-Fi"
8,2007,58,0,30,0,31,0,1,0,0,0,1,0,858,['JP'],"Action,Adventure,Animation"
8,2017,58,0,1,1,20,3,6,0,1,0,2,3,338,['IN'],"Comedy,Drama"
8,1993,25,0,1,0,57,0,4,0,1,0,2,0,13,['JP'],"Adventure,Animation,Comedy"
6,1984,71,0,0,0,6,0,3,0,0,1,2,0,14,['US'],Adult
6,1977,38,0,6,0,48,0,8,0,0,0,2,1,658,['US'],"Comedy,Drama,Romance"
6,2011,58,0,0,0,64,0,1,0,0,0,7,0,12,['US'],"Drama,Romance"
6,1984,58,1,0,0,19,0,4,0,1,0,1,0,14,"['CA', 'US']",Documentary
6,2012,6,0,0,0,31,0,7,0,0,0,1,0,14,"['FR', 'GB']","Drama,Music,Short"
9,1981,24,0,20,0,43,0,1,0,0,0,1,1,87,['CA'],Comedy
8,1969,50,0,30,0,44,0,1,0,0,0,1,0,61,['US'],Sci-Fi
7,2012,22,0,1,0,43,0,1,0,0,0,1,0,31,['US'],"Comedy,News,Talk-Show"
4,2018,12,0,3,0,12,0,7,0,0,0,2,0,11,['RU'],"Comedy,Short"
8,2021,58,0,3,1,23,0,4,0,1,0,2,1,8,"['US', 'IN']","Crime,Drama"
6,2011,3,0,0,0,2,0,7,0,0,0,1,0,10,['CA'],"Action,Animation,Short"
7,1964,100,0,6,0,30,3,3,0,0,0,10,2,291,"['FR', 'IT']","Comedy,Thriller"
7,1982,45,0,1,0,34,0,4,0,1,0,1,0,18,['GR'],Drama
7,1984,240,0,1,0,62,0,6,0,1,0,8,6,122,['US'],Drama
7,1974,15,0,1,0,25,0,7,0,0,0,5,0,29,['SUHH'],"Animation,Short"
9,2014,58,0,2,0,52,0,1,0,0,0,1,0,21,"['US', 'CA']","Action,Adventure,Animation"
8,2022,58,0,3,1,8,0,3,0,0,0,1,0,10,['US'],Documentary
8,1999,97,9,5,0,59,4,3,3,0,0,11,6,2041,['HR'],Comedy
7,1982,139,0,4,0,94,0,3,0,0,0,17,2,186,"['SUHH', 'MX', 'IT']","Drama,Western"
8,2005,13,1,3,0,33,0,7,0,0,0,1,0,7,['DE'],"Comedy,Drama,Short"
7,2007,58,0,24,0,58,0,5,0,0,0,1,0,13,['NL'],"Adventure,Comedy,Family"
7,1959,58,0,0,0,3,0,3,0,0,0,2,0,10,['JP'],Drama
8,1996,97,0,1,0,88,0,8,0,0,0,4,1,26,"['DE', 'FR', 'HU']","Drama,History,Musical"
8,2024,42,0,90,0,148,1,1,0,0,0,7,0,78,['AU'],"Crime,Drama,Mystery"
7,1994,58,0,0,0,87,0,1,0,0,0,1,0,20,['US'],Comedy
9,2007,40,0,1,0,45,0,7,0,0,0,1,0,7,['US'],"Comedy,Short"
8,2023,73,8,7,1,68,29,3,8,0,0,17,5,776,"['FR', 'IT']","Animation,Comedy,Musical"
8,1967,30,0,1,0,28,0,1,0,0,0,7,2,59,['US'],"Drama,Fantasy,Horror"
8,1922,60,1,41,0,34,9,3,0,0,0,14,24,1703,['US'],"Comedy,Romance"
6,2020,113,0,39,3,74,4,3,0,0,0,10,52,1774,['IN'],"Action,Crime,Drama"
8,2006,58,0,1,0,31,1,3,0,0,0,1,0,13,['IE'],Drama
4,1969,88,0,104,0,50,23,3,0,0,0,12,15,631,['US'],"Adventure,Drama,Romance"
7,2023,30,0,10,0,120,0,4,0,1,0,4,0,285,['NO'],"Comedy,Drama,Romance"
8,1998,44,0,1,0,104,0,1,0,0,0,1,0,130,['US'],"Drama,Romance"
8,2008,58,0,1,0,177,1,1,0,0,0,1,0,110,['US'],"Crime,Drama,Sci-Fi"
6,2023,58,0,1,0,15,1,3,0,0,0,4,2,23,['US'],Documentary
6,1898,58,0,0,0,4,1,7,0,0,0,1,0,33,['US'],Short
10,1986,25,0,2,0,3,0,1,0,0,0,1,0,39,['US'],"Documentary,Family"
7,1961,6,0,0,0,15,0,1,0,0,0,1,1,62,['US'],"Adventure,Animation,Comedy"
7,2002,120,0,1,0,78,0,8,0,0,0,4,3,109,['GB'],"Drama,Thriller"
6,1971,58,0,10,0,19,0,3,0,0,0,4,0,23,['IR'],Drama
9,2006,58,0,1,0,8,2,5,0,0,0,1,0,23,['US'],Drama
9,2020,92,2,9,0,350,18,3,1,0,0,3,20,114,['US'],"Documentary,Music"
7,1971,104,0,4,0,16,0,3,0,0,0,4,0,151,['IR'],"Comedy,Drama,Romance"
9,2013,58,0,9,0,12,0,4,0,1,0,1,1,125,['IN'],Drama
5,1913,8,0,7,0,1,0,7,0,0,0,1,1,6,['FR'],"Comedy,Short"
8,2004,58,0,0,0,56,0,1,0,0,0,1,0,22,['GB'],"Documentary,History"
8,1987,58,0,0,0,27,0,1,0,0,0,1,0,10,['NL'],"Adventure,Comedy,Crime"
6,1933,96,0,1,0,13,0,3,0,0,0,2,1,8,['DE'],Drama
7,1976,105,1,15,1,72,14,3,3,0,0,27,10,2526,['FR'],"Comedy,Romance"
6,2015,88,0,5,0,80,0,8,0,0,0,2,0,65,['FR'],Drama
8,1985,48,0,1,0,64,2,1,0,0,0,1,1,285,['US'],"Action,Adventure,Crime"
7,1975,80,0,0,0,50,0,8,0,0,0,1,0,17,['XYU'],Drama
5,1976,81,0,33,0,43,8,3,0,0,0,10,14,360,['BR'],Horror
4,1989,88,0,23,0,77,4,3,0,0,0,8,10,144,['US'],"Action,Sci-Fi,Western"
7,1947,7,0,4,0,19,1,7,0,0,0,1,3,87,['US'],"Animation,Comedy,Family"
3,2013,85,0,10,1,47,5,3,0,0,0,4,11,380,['CA'],"Action,Sci-Fi,War"
9,1995,22,0,1,0,63,0,1,0,0,0,1,0,28,['US'],Comedy
9,2021,61,0,4,0,33,0,1,0,0,0,7,0,20,['KR'],"Comedy,Music,Romance"
6,2007,94,0,137,7,499,240,3,10,0,0,45,430,97435,"['US', 'CZ']",Horror
7,1995,15,0,5,0,16,0,10,0,0,0,1,0,9,['SE'],"Comedy,Short"
8,1996,58,0,0,0,51,0,1,0,0,0,1,1,20,['US'],Comedy
6,2007,115,0,1,0,44,0,3,0,0,0,3,1,55,['JP'],"Drama,Romance"
8,1979,71,0,9,0,38,0,1,0,0,0,1,0,49,['SUHH'],"Adventure,History,Musical"
8,2014,22,0,0,0,49,0,1,0,0,0,1,0,39,['US'],"Comedy,News,Talk-Show"
9,2008,60,0,16,0,166,1,1,0,0,0,1,6,1273,['US'],"Drama,Romance"
3,2019,61,0,2,0,54,1,3,1,0,0,2,3,39,['US'],Horror
8,2018,58,0,5,0,214,8,1,0,0,0,1,10,2410,['US'],"Action,Drama,Sci-Fi"
9,1970,50,0,17,0,42,0,1,0,0,0,1,4,88,['US'],Sci-Fi
7,1994,95,0,1,0,107,1,8,1,0,0,4,1,75,['CA'],"Drama,Family"
8,2019,35,0,38,0,17,1,4,0,1,0,21,46,4024,['KR'],"Comedy,Drama,Fantasy"
4,2013,76,0,16,1,139,7,3,0,0,0,15,10,1970,['US'],"Mystery,Thriller"
7,2009,55,0,15,0,231,0,1,0,0,0,1,0,89,['US'],Drama
4,2012,87,0,3,0,31,4,3,0,0,0,3,6,299,['US'],"Comedy,Horror,Thriller"
9,2023,23,0,135,0,65,0,1,0,0,0,7,1,13,['AU'],"Drama,Romance"
6,2017,13,0,2,0,25,0,7,0,0,0,1,0,16,['US'],"Drama,Short"
7,1996,76,1,2,0,3,0,3,0,0,0,3,1,48,"['FI', 'DE']","Documentary,Drama"
8,2008,60,0,1,0,102,0,1,0,0,0,1,0,32,['US'],"Comedy,Drama,Romance"
6,2003,44,0,1,0,36,0,1,0,0,0,1,0,11,['DE'],"Comedy,Crime"
8,2010,95,0,4,0,14,0,3,1,0,0,4,0,116,['SY'],Drama
6,1915,85,1,13,0,51,6,3,0,0,0,13,9,428,['US'],"Drama,War"
8,2016,76,0,1,0,8,0,1,0,0,0,1,0,6,['KR'],"Comedy,Game-Show,Reality-TV"
5,2019,57,0,4,0,36,0,1,0,0,0,1,0,18,['US'],"Comedy,Talk-Show"
8,2016,58,0,1,0,134,0,1,0,0,0,1,0,23,['ES'],Thriller
7,1927,70,0,21,0,19,1,3,0,0,0,8,0,16,['US'],"Drama,Romance"
7,1962,90,0,2,0,54,0,3,0,0,0,1,0,13,['JP'],Drama
8,1988,58,0,0,0,68,0,1,0,0,0,1,0,94,['US'],"Action,Comedy"
8,1999,118,1,0,0,10,1,3,0,0,0,1,0,9,['JP'],Documentary
8,1988,82,0,6,0,21,0,3,0,0,0,2,0,15,['CA'],Drama
7,1987,58,2,0,0,24,0,6,0,1,0,2,0,17,['NO'],Drama
6,1987,58,0,0,0,12,0,3,0,0,1,5,0,11,['US'],Adult
9,2006,126,0,0,0,4,0,5,0,0,0,1,0,30,['US'],Music
9,2020,58,0,1,0,14,0,5,0,0,0,1,0,14,['US'],Comedy
8,1986,58,0,0,0,48,0,1,0,0,0,1,0,23,['US'],"Comedy,Family,Sci-Fi"
4,1956,93,0,3,0,59,1,3,0,0,0,2,0,37,['XWG'],"Comedy,Romance"
7,1996,60,0,0,0,11,0,1,0,0,0,1,0,8,['US'],"Documentary,Music"
8,2022,11,5,2,0,3,1,7,6,0,0,2,1,99,"['PL', 'PT']","Animation,Short"
10,2017,58,0,1,0,55,1,1,0,0,0,1,0,7,['IN'],"Drama,Family,Fantasy"
8,1974,58,0,0,0,35,0,1,0,0,0,1,1,17,['US'],"Crime,Drama"
9,1972,58,0,21,0,62,0,3,0,0,0,10,4,1477,['SUHH'],"Comedy,Fantasy"
8,1979,50,0,14,0,57,0,1,0,0,0,1,9,306,['US'],"Drama,Family,Romance"
9,2017,48,0,21,0,124,1,1,0,0,0,1,0,78,['AU'],"Comedy,Drama"
7,2017,90,1,1,0,42,0,8,0,0,0,1,0,33,['CH'],Comedy
5,1917,15,0,2,0,8,0,7,0,0,0,1,2,25,['US'],"Comedy,Short"
6,2013,94,0,36,2,356,41,3,1,0,0,31,86,23200,['US'],"Action,Crime,Thriller"
7,1986,23,0,1,0,15,1,1,0,0,0,1,0,15,['US'],"Action,Adventure,Animation"
8,1971,26,0,5,0,35,1,1,0,0,0,1,1,404,['US'],"Comedy,Drama"
8,2012,15,0,1,0,43,0,7,2,0,0,1,0,27,['AU'],"Comedy,Short"
8,1979,30,0,1,0,74,0,4,0,1,0,1,0,7,['GR'],Comedy
9,2017,58,6,12,0,15,0,7,0,0,0,1,0,8,['IN'],"Drama,Short"
9,1995,58,0,0,0,62,1,1,0,0,0,1,0,14,['US'],"Action,Crime,Drama"
5,2010,92,2,24,2,226,79,5,0,0,0,24,100,14474,['US'],"Horror,Thriller"
5,1995,58,0,1,0,168,0,4,0,1,0,1,0,6,['ES'],Drama
6,1931,73,0,8,0,28,1,3,0,0,0,7,8,186,['US'],"Comedy,Romance"
6,2021,83,0,13,1,39,4,3,0,0,0,3,10,69,['US'],Documentary
6,2013,58,0,11,0,71,0,4,0,1,0,2,0,87,['TR'],"Action,History"
9,1998,117,2,7,0,51,0,1,3,0,0,2,2,153,['US'],"Biography,Documentary,History"
6,1978,94,0,0,0,20,0,3,0,0,1,3,0,19,['FR'],"Adult,Drama"
8,2019,30,5,1443,25,835,77,4,71,1,0,38,776,102341,['US'],"Comedy,Crime,Drama"
6,1988,104,0,284,1,240,43,3,2,0,0,27,119,14569,['US'],"Comedy,Horror,Thriller"
6,1981,58,0,1,0,47,0,3,0,0,0,3,0,19,['SUHH'],"Comedy,Musical,Romance"
10,2009,16,1,1,0,20,0,7,1,0,0,1,0,8,['GB'],"Drama,Short"
8,1968,150,0,3,0,40,1,6,0,1,0,2,12,158,['GB'],Comedy
5,1923,2,0,7,0,1,0,7,0,0,0,1,0,7,['PT'],"Animation,Comedy,Short"
7,1985,23,0,1,0,140,0,1,0,0,0,1,0,76,['US'],"Action,Adventure,Animation"
7,2003,102,0,7,0,76,0,3,0,0,0,3,1,47,['US'],"Crime,Drama"
8,1994,58,0,1,0,101,0,7,0,0,0,2,0,417,['JP'],"Animation,Drama,Short"
5,2010,58,0,1,0,22,0,3,0,0,0,1,0,9,['BD'],Drama
6,1976,82,0,7,0,60,2,3,0,0,0,8,1,92,"['AT', 'XWG', 'IT']",Comedy
8,1972,58,1,117,1,93,54,3,6,0,0,26,102,11917,"['US', 'IT']","Comedy,Romance"
7,2012,58,0,0,0,23,0,8,0,0,1,4,1,90,['FR'],"Adult,Drama"
7,1956,83,0,16,0,28,0,3,0,0,0,4,2,115,['CN'],War
5,2022,58,0,2,0,40,0,6,0,1,0,1,0,16,['FR'],Drama
6,2012,7,0,1,0,13,0,7,0,0,0,1,0,5,['MX'],"Drama,Short"
7,2013,58,0,1,0,6,1,3,0,0,0,6,0,21,['KR'],Drama
8,1971,85,0,13,0,32,0,1,0,0,0,1,0,10,['GB'],Drama
7,2020,58,2,58,0,152,1,6,0,1,0,16,29,1087,['FR'],"Crime,Drama"
8,2001,58,0,2,0,51,1,1,0,0,0,1,1,32,['GB'],Comedy
7,2011,94,1,5,1,39,1,3,0,0,0,4,3,673,['US'],"Documentary,Horror"
7,1999,147,1,3,0,106,6,3,2,0,0,7,0,252,['FR'],"Drama,Romance"
8,2009,4,0,1,0,20,0,7,1,0,0,1,0,12,['US'],"Comedy,Drama,Family"
9,2017,42,0,4,2,204,1,1,0,0,0,1,0,202,['US'],"Crime,Drama"
6,2006,20,0,0,0,1,0,5,0,0,0,4,0,9,['CN'],"Documentary,Short"
8,1998,22,0,11,0,62,1,1,0,0,0,1,3,651,['CA'],"Adventure,Comedy,Drama"
5,2020,70,2,3,1,14,0,3,0,0,0,2,2,33,['US'],Romance
8,1966,50,0,1043,0,918,0,4,0,1,0,2,2,127,['GB'],"Crime,Drama"
8,1976,60,0,1,0,45,0,1,0,0,0,1,1,41,['US'],"Crime,Drama,Mystery"
8,2015,21,0,17,3,82,2,1,0,0,0,1,2,3104,['US'],"Comedy,Romance"
8,1955,30,0,0,0,19,0,1,0,0,0,1,0,42,['US'],"Family,Game-Show"
8,2006,23,0,130,0,96,1,1,0,0,0,1,1,683,['US'],"Comedy,Family"
6,1981,100,0,2,0,70,0,8,0,0,0,7,6,107,['US'],"Crime,Drama,Mystery"
8,1998,13,1,0,0,2,0,7,0,0,0,1,0,9,['FR'],"Documentary,Short"
7,2012,115,7,1,0,16,1,3,8,0,0,6,1,20,"['PH', 'NL', 'US']",Drama
8,2004,58,0,0,0,27,0,1,0,0,0,7,0,9,['BR'],"Drama,Romance"
8,1924,58,0,0,0,18,0,3,0,0,0,2,0,23,['US'],Drama
8,2003,18,1,1,0,193,0,7,0,0,0,1,0,23,['ES'],Short
8,1995,58,0,1,0,0,0,2,0,0,0,1,0,9,['RU'],"Action,Horror,Mystery"
7,1998,114,5,16,0,44,6,3,3,0,0,8,3,582,['HK'],"Crime,Drama"
5,1998,30,0,0,0,33,0,1,0,0,0,1,0,15,['US'],"Comedy,News,Talk-Show"
5,1953,58,0,5,0,12,0,3,0,0,0,2,0,10,['IN'],"Drama,Romance"
8,1992,58,0,0,0,57,0,1,0,0,0,1,0,11,['ES'],Comedy
8,1974,58,0,111,2,73,49,3,0,0,0,41,45,10115,['FR'],"Action,Comedy,Crime"
8,1999,43,0,3,0,83,0,1,0,0,0,1,1,84,['CA'],"Action,Crime,Drama"
8,1972,55,0,93,0,128,0,4,0,1,0,5,2,182,['FR'],Drama
6,2014,87,3,5,0,237,7,3,4,0,0,22,6,1159,"['NO', 'CA']","Adventure,Family"
7,1989,58,0,1,0,0,0,2,0,0,0,1,0,11,['JP'],"Action,Fantasy"
7,2023,21,3,4,0,26,2,7,4,0,0,1,0,26,"['CL', 'AR']","Action,Drama,Short"
4,2014,48,0,2,0,14,0,3,0,0,0,1,0,24,['FR'],Drama
9,2009,58,0,2,0,22,0,7,0,0,0,1,0,7,['US'],"Drama,Romance,Sci-Fi"
8,1979,136,0,1,0,30,0,3,0,0,0,1,0,32,['IN'],Drama
4,1978,92,0,15,0,48,17,3,0,0,0,17,24,495,['IT'],"Crime,Horror,Mystery"
6,2022,58,0,1,0,24,0,1,0,0,0,1,0,5,['JP'],"Action,Adventure,Comedy"
5,1980,99,0,2,0,48,0,3,0,0,0,1,0,28,['BR'],Drama
5,1933,60,0,6,0,48,1,3,0,0,0,3,0,30,['US'],Western
7,1991,98,2,7,0,68,0,3,5,0,0,13,2,74,['IT'],"Drama,Fantasy"
8,2010,58,0,50,1,31,0,3,0,0,0,2,12,2079,['IN'],"Drama,Romance"
7,1992,75,0,2,0,16,0,8,0,0,0,1,0,154,['PL'],Drama
8,2013,58,0,0,0,5,0,5,0,0,0,1,0,9,['IN'],"Horror,Short"
7,2005,12,0,0,0,28,0,5,0,0,0,1,1,21,['US'],Short
8,1979,58,0,12,0,112,15,3,5,0,0,32,32,4702,['FR'],"Crime,Drama,Mystery"
8,2015,14,0,3,0,29,0,7,0,0,0,1,0,6,['US'],"Drama,Short"
6,1926,200,0,1,0,20,3,3,0,0,0,1,2,59,['US'],"Action,Drama"
7,1947,7,0,22,0,17,0,7,0,0,0,11,6,442,['US'],"Animation,Comedy,Family"
7,2006,58,0,0,0,36,0,1,0,0,0,1,0,20,['US'],"Comedy,News,Talk-Show"
9,2004,58,0,2,0,17,0,7,0,0,0,1,0,7,['RS'],"Fantasy,Short"
5,1965,72,0,19,1,19,4,3,0,0,0,18,3,194,['US'],Drama
6,2007,58,0,0,0,43,0,1,0,0,0,7,0,14,['TR'],Drama
5,1957,61,0,0,0,30,0,3,0,0,0,2,0,9,['JP'],Drama
7,1990,58,0,1,0,21,0,3,0,0,0,1,0,16,['IN'],Drama
5,1898,58,0,1,0,6,0,7,0,0,0,1,0,18,['MX'],"Drama,Short"
7,2012,16,0,6,0,18,0,7,0,0,0,1,0,107,['ES'],"Comedy,Drama,Short"
6,1961,97,1,1,0,33,0,3,1,0,0,2,0,43,['FI'],Drama
9,2017,56,0,36,0,632,10,1,0,0,0,1,28,20808,['US'],"Drama,Fantasy,Horror"
8,1995,85,0,0,0,11,0,3,0,0,0,1,0,13,['AL'],Drama
7,2016,25,0,2,0,2,0,7,1,0,0,1,0,23,"['US', 'TR']","Drama,Short"
8,2001,3,0,0,0,1,0,7,0,0,0,1,0,12,['US'],Short
7,1992,80,0,0,0,29,3,5,0,0,1,2,2,31,['US'],"Adult,Fantasy"
6,1978,30,0,2,0,23,0,4,0,1,0,1,0,25,['US'],"Comedy,Sport"
8,1997,58,0,5,0,95,0,2,1,0,0,1,7,438,['US'],"Action,Adventure,Sci-Fi"
8,2011,85,0,1,2,11,0,3,0,0,0,1,0,9,['US'],"Adventure,Family,Fantasy"
10,2018,120,0,2,0,9,0,3,0,0,0,1,0,13,['CO'],Documentary
8,1999,30,0,2,0,105,2,1,0,0,0,1,1,123,['US'],Comedy
7,2021,13,0,4,0,12,0,7,0,0,0,1,0,13,['ES'],"Animation,Short"
7,1999,58,0,0,0,24,0,1,0,0,0,1,0,18,['DE'],Family
6,2016,84,0,1,0,59,0,3,0,0,0,2,0,16,['US'],"Drama,Mystery"
5,2022,86,2,52,1,120,34,3,0,0,0,22,22,1046,['US'],Horror
6,1931,7,0,2,0,18,0,7,0,0,0,3,8,272,['US'],"Animation,Comedy,Family"
8,1972,72,0,1,0,21,0,3,0,0,0,3,0,14,['RO'],"Adventure,Drama"
6,1940,18,0,7,0,18,0,7,0,0,0,3,3,155,['US'],"Comedy,Short"
9,1997,24,0,78,0,39,1,1,0,0,0,1,0,1574,"['JP', 'CA', 'US']","Action,Adventure,Animation"
