rating,startYear,runtimeMinutes,awardWins,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,genres
5,1921,58,0,9,0,20,3,3,0,0,0,2,2,68,['DE'],"Fantasy,Horror,Sci-Fi"
8,2006,41,0,0,0,106,0,1,0,0,0,1,0,12,"['US', 'DE']","Crime,Drama,Thriller"
6,1999,58,0,0,0,15,0,7,0,0,0,1,0,15,['BE'],Short
9,2014,12,0,1,0,60,0,7,0,0,0,1,0,10,['US'],"Drama,Short,Thriller"
6,1977,70,0,4,0,41,2,3,0,0,0,3,1,66,['US'],"Documentary,Sci-Fi"
6,1920,4,0,0,0,5,0,7,0,0,0,1,0,75,['US'],"Animation,Short"
9,1997,58,0,0,0,10,0,1,0,0,0,7,0,9,['US'],Game-Show
2,1989,58,0,1,0,0,0,2,0,0,0,1,0,36,['US'],Action
5,2020,58,0,1,0,10,0,7,0,0,0,1,0,7,['IN'],"Romance,Short"
7,1981,80,0,3,0,16,0,3,0,0,0,6,0,27,['HK'],"Animation,Comedy"
10,2017,58,0,67,0,89,1,1,0,0,0,1,6,4310,['JP'],"Action,Adventure,Animation"
8,2021,58,2,11,1,60,0,4,0,1,0,2,91,1496,['IN'],Drama
9,1999,58,0,13,0,59,0,1,0,0,0,7,0,36,['US'],Comedy
9,2018,63,3,9,0,13,0,3,3,0,0,7,2,158,['UA'],"Biography,Documentary"
7,1995,58,0,0,0,55,0,1,0,0,0,1,0,21,['US'],Comedy
4,1995,30,0,1,0,33,1,5,0,0,1,3,0,14,['JP'],"Adult,Animation,Drama"
7,2013,60,0,1,1,15,0,9,0,0,0,1,3,312,['US'],"Comedy,Documentary"
8,1962,25,0,1,0,12,0,1,0,0,0,1,0,25,['US'],Western
9,1971,50,0,1,0,40,1,1,0,0,0,1,4,137,['GB'],Drama
8,2007,92,2,6,0,120,4,3,5,0,0,3,0,240,['BR'],Documentary
8,1999,58,0,3,1,23,0,2,0,0,0,8,1,566,['CA'],"Action,Crime,Sport"
6,2019,84,4,4,0,42,2,3,0,0,0,4,0,11,['VE'],Drama
7,2008,58,0,3,0,0,0,2,0,0,0,1,0,29,['US'],Sport
7,2024,105,0,30,0,80,4,3,6,0,0,8,0,96,['CA'],Musical
8,2009,45,0,1,0,161,0,1,0,0,0,1,1,85,['CA'],"Adventure,Comedy,Drama"
3,2016,58,0,0,0,56,0,9,0,0,0,1,0,13,['US'],Drama
6,2024,58,0,1,2,142,3,4,0,1,0,11,25,436,['US'],Comedy
8,2011,60,0,2,0,42,1,8,0,0,0,2,6,504,['US'],Documentary
9,2016,58,0,52,0,241,0,4,0,1,0,2,1,44,['GB'],Documentary
7,1972,60,0,1,0,38,0,1,0,0,0,1,0,71,['US'],Western
5,1997,95,0,4,0,165,3,3,0,0,0,8,5,138,"['US', 'CA']","Action,Drama"
9,2024,54,0,3,0,60,0,4,0,1,0,7,0,22,['JP'],"Comedy,Drama,Family"
9,2021,58,0,10,0,16,0,4,0,1,0,1,0,7,['IE'],Action
7,2020,8,0,5,0,13,0,1,0,0,0,1,0,10,['DE'],"Comedy,Drama"
8,1992,58,0,60,0,67,0,1,0,0,0,1,1,38,['GB'],"Crime,Drama"
3,1897,58,0,0,0,0,0,7,0,0,0,1,0,19,['US'],"News,Short"
8,1967,23,0,1,0,16,0,1,0,0,0,7,2,56,['US'],"Drama,Fantasy,Horror"
8,2024,77,0,8,1,16,7,3,2,0,0,13,17,1041,['US'],Documentary
6,2018,23,0,1,1,94,0,1,0,0,0,1,0,122,['US'],"Adventure,Animation,Comedy"
8,2018,8,0,0,0,12,0,7,0,0,0,1,1,5,['AU'],"Comedy,Short"
7,1984,117,0,2,0,61,1,3,1,0,0,8,0,481,['HU'],Drama
7,1993,85,0,3,0,34,2,5,0,0,0,2,2,32,['MX'],Fantasy
6,2019,50,0,0,0,97,0,1,0,0,0,1,0,11,['FR'],"Comedy,Drama"
8,2011,60,0,10,0,29,0,1,0,0,0,1,0,23,['US'],"Comedy,Music,Talk-Show"
8,2018,73,0,2,0,15,2,3,0,0,0,1,0,27,['IT'],"Comedy,Drama"
6,2002,96,0,54,1,411,74,3,0,0,0,34,186,29851,"['DE', 'US']","Crime,Thriller"
7,2011,58,3,15,1,32,54,3,5,0,0,16,10,2817,['KR'],"Comedy,Drama"
9,2011,5,1,1,0,19,0,7,2,0,0,2,0,16,"['ZA', 'UA', 'IT']","Biography,Documentary,Sci-Fi"
7,1994,85,0,1,0,21,0,3,0,0,0,3,0,28,['JP'],"Animation,Drama,Family"
6,2007,12,0,0,0,5,0,5,0,0,0,1,0,12,['US'],"Documentary,Short"
7,1948,55,0,24,0,34,0,3,0,0,0,3,2,40,['US'],Western
6,2014,176,0,15,0,74,0,8,0,0,0,2,0,10,['RU'],"Drama,Romance"
7,1983,75,1,1,0,9,0,3,0,0,0,1,0,20,['IR'],Documentary
6,2007,58,0,5,0,13,0,5,0,0,0,4,0,19,['IL'],"Drama,Short"
6,1934,109,0,5,0,31,0,3,0,0,0,11,1,75,"['FR', 'AT', 'US']",Musical
8,1966,25,0,15,0,68,6,1,0,0,0,1,7,631,['US'],"Action,Crime,Fantasy"
7,2018,42,0,16,3,306,10,1,0,0,0,1,25,2992,['US'],"Drama,Horror,Sci-Fi"
6,1983,100,0,8,0,92,1,8,0,0,0,2,2,54,['US'],"Crime,Drama,Mystery"
8,1966,13,0,2,0,3,1,7,0,0,0,3,1,16,['BR'],"Documentary,Short"
7,1987,78,0,9,0,24,9,3,0,0,0,7,10,715,['GB'],"Drama,Sci-Fi"
8,1961,58,0,8,0,44,0,1,0,0,0,1,1,143,['US'],Western
8,1988,58,0,6,0,12,0,3,0,0,0,1,0,19,['IN'],Comedy
6,2017,58,0,0,0,125,0,1,0,0,0,7,0,7,['GB'],"Reality-TV,Romance"
6,2014,58,0,3,0,23,0,7,0,0,0,2,0,25,['BE'],"Drama,Short"
8,1995,58,1,0,0,21,0,9,0,0,0,1,0,183,['GB'],Comedy
6,1972,87,0,5,0,33,5,3,0,0,0,3,4,76,['US'],Comedy
6,2017,95,0,1,1,35,2,3,0,0,0,7,0,77,"['PE', 'ES']",Drama
7,1975,87,0,1,0,35,0,3,0,0,0,2,2,36,['HK'],"Horror,Mystery"
10,2005,30,0,0,0,13,0,4,0,1,0,1,0,11,['GB'],Reality-TV
6,1961,80,0,2,0,48,0,3,0,0,0,2,0,59,['XYU'],Drama
6,2016,21,0,0,0,58,0,1,0,0,0,1,0,20,['CA'],Comedy
6,2017,100,1,24,1,82,2,3,2,0,0,6,0,559,['MX'],Comedy
9,2015,58,0,14,0,135,2,1,0,0,0,1,6,2266,['US'],"Comedy,Drama,Romance"
7,1991,140,0,2,0,29,0,3,0,0,0,3,0,11,['SUHH'],Adventure
8,2016,22,0,1,0,39,0,1,0,0,0,1,0,10,"['US', 'CA']","Adventure,Animation,Comedy"
5,1988,90,0,23,0,212,8,3,0,0,0,16,13,768,['US'],Drama
6,1992,2,0,4,0,9,0,10,0,0,0,6,0,19,['RU'],"Animation,Family,Short"
7,2004,60,0,0,0,16,0,8,0,0,0,1,1,68,['GB'],"Comedy,Drama"
9,1998,58,0,1,0,6,0,7,0,0,0,1,0,16,['NZ'],"Animation,Short"
7,1988,82,0,0,0,15,0,5,0,0,1,1,0,104,['US'],Adult
9,2007,58,1,235,0,255,0,4,1,1,0,1,0,14,['US'],News
6,1981,66,0,1,0,41,0,8,0,0,0,2,0,8,['DDDE'],Comedy
7,1927,104,0,5,0,25,2,3,0,0,0,8,0,24,['DE'],Drama
8,2018,42,0,2,0,93,2,1,0,0,0,1,0,80,['US'],"Fantasy,History,Sci-Fi"
6,2016,92,0,31,3,102,5,3,0,0,0,14,16,1035,"['US', 'MX']","Action,Thriller"
8,1999,25,0,5,0,19,0,1,0,0,0,1,0,253,['JP'],"Animation,Comedy,Drama"
8,2021,58,0,5,0,146,1,1,0,0,0,1,0,89,"['US', 'CA']","Action,Adventure,Animation"
6,1989,73,0,0,0,9,0,3,0,0,1,1,1,10,['US'],"Adult,Comedy"
8,1995,58,0,0,0,46,0,1,0,0,0,7,0,13,['GB'],"Music,News,Talk-Show"
6,1919,24,0,0,0,8,0,7,0,0,0,2,1,16,['US'],"Short,Western"
7,1999,76,3,14,0,105,32,3,3,0,0,6,33,1634,"['GB', 'US']","Biography,Crime,Drama"
7,1939,75,0,3,0,46,2,3,0,0,0,5,2,106,['US'],"Comedy,Drama"
7,2010,60,0,1,0,53,0,5,0,0,0,1,0,41,['GB'],Drama
9,2019,15,0,9,0,36,1,7,0,0,0,1,0,11,['US'],"Horror,Short"
8,2005,58,0,0,0,123,0,4,0,1,0,2,0,7,['ES'],"Documentary,Music"
8,1997,58,0,14,1,26,0,1,0,0,0,1,0,147,['US'],"Animation,Comedy,Music"
6,1960,78,0,3,0,89,1,3,0,0,0,6,11,310,['US'],Comedy
7,1996,121,0,1,0,43,1,3,8,0,0,7,1,31,['PH'],Drama
7,1986,95,1,11,0,69,0,8,0,0,0,9,9,259,['US'],Drama
6,1977,100,0,1,0,50,0,3,0,0,0,1,0,14,['SUHH'],"Crime,Drama"
5,2023,58,0,2,0,283,0,6,0,1,0,1,3,107,['US'],Talk-Show
6,1940,42,1,1,0,5,0,7,0,0,0,1,3,129,['US'],"Documentary,Short"
9,2011,19,0,5,0,19,0,7,0,0,0,1,0,5,['IT'],"Drama,Mystery,Short"
8,2021,25,0,4,0,1,0,4,0,1,0,1,0,48,['TR'],Documentary
5,1959,80,0,2,0,44,0,3,0,0,0,4,0,28,['MX'],"Action,Adventure,Horror"
7,2013,58,0,0,0,132,0,1,0,0,0,1,0,14,['CA'],"Game-Show,Reality-TV"
8,1973,58,0,10,0,21,0,1,0,0,0,1,0,8,['GB'],Drama
8,1986,17,0,18,0,7,20,5,0,0,0,1,15,1568,['US'],"Documentary,Music,Short"
8,2009,58,0,1,0,4,0,1,0,0,0,1,0,46,['JP'],"Action,Animation,Comedy"
8,2017,13,0,2,1,17,0,7,0,0,0,1,0,7,['BD'],"Drama,Short,War"
8,1982,24,0,3,0,40,1,1,0,0,0,1,5,508,['GB'],"Adventure,Drama,Family"
6,1956,58,0,5,0,52,16,3,0,0,0,11,27,755,['GB'],"Drama,Sci-Fi"
8,2012,88,0,0,0,5,0,6,0,1,0,1,0,10,['CA'],Documentary
6,1970,85,0,0,0,45,0,3,0,0,0,1,0,8,['ZA'],Drama
5,2021,94,0,28,1,129,7,3,0,0,0,28,4,216,['ZA'],"Comedy,Music,Romance"
5,1960,82,0,1,0,21,1,3,0,0,0,3,0,8,"['TW', 'HK']",Adventure
6,1938,80,0,0,0,29,0,3,0,0,0,1,2,25,['GB'],Comedy
8,2011,13,0,1,0,43,0,7,0,0,0,1,0,8,['US'],"Comedy,Family,Short"
7,1999,58,0,3,0,50,0,3,0,0,0,1,0,606,['IN'],"Action,Drama,Thriller"
8,2018,58,0,1,0,41,1,7,0,0,0,4,0,6,"['FR', 'CH']","Drama,Short"
8,2012,14,0,1,0,26,0,7,0,0,0,1,0,8,['NO'],"Drama,Short"
8,2006,42,0,19,0,136,1,1,0,0,0,1,8,2335,"['US', 'CA']","Crime,Drama,Mystery"
7,2004,43,0,1,0,39,0,1,0,0,0,1,0,10,['DE'],"Comedy,Crime"
7,1995,21,0,1,0,78,0,1,0,0,0,1,0,39,['US'],"Comedy,Drama,Family"
7,2016,45,0,2,0,70,0,1,0,0,0,7,0,132,['GB'],Comedy
9,1999,60,0,5,0,97,0,4,0,1,0,2,0,15,"['SE', 'DK', 'NO', 'FI']",Drama
10,2009,58,0,1,0,5,0,7,0,0,0,1,0,8,['AU'],"Drama,Short"
8,2009,139,0,2,0,31,0,3,0,0,0,1,0,49,['IN'],Comedy
7,1974,30,0,188,0,223,1,4,0,1,0,3,14,564,['US'],Comedy
9,1991,30,0,1,0,26,0,1,0,0,0,1,0,35,['GR'],Comedy
5,1979,77,0,22,0,27,4,3,0,0,0,1,1,61,['US'],"Action,Drama"
8,2017,30,0,0,0,68,0,1,0,0,0,1,0,29,['US'],"Comedy,News,Talk-Show"
6,1930,58,0,29,0,29,8,3,0,0,0,10,17,1157,['US'],"Comedy,Romance"
9,1997,105,0,0,0,12,0,5,0,0,1,1,0,6,['GB'],Drama
5,2010,92,0,55,1,251,8,3,0,0,0,10,20,2261,['CA'],Thriller
8,1996,58,0,0,0,55,0,4,0,1,0,2,0,17,['US'],Drama
8,2007,60,0,0,0,13,0,8,0,0,0,2,1,41,['GB'],"Documentary,War"
6,1934,22,0,10,0,10,2,7,0,0,0,1,2,32,['US'],"Comedy,Short,Sport"
10,2005,186,0,1,0,13,0,8,0,0,0,3,1,17,['DK'],"Drama,History,Music"
6,2007,58,0,5,0,8,0,3,0,0,0,1,0,17,['IN'],Drama
7,1984,27,2,5,0,74,5,7,1,0,0,7,6,890,['AU'],"Drama,Short"
7,1960,96,1,52,0,45,37,3,0,0,0,19,11,2582,['JP'],"Crime,Drama"
9,2003,58,0,0,0,8,0,5,0,0,0,1,0,15,['US'],Music
7,2014,58,0,0,0,67,1,1,0,0,0,1,0,57,['SE'],Drama
8,1931,76,0,1,0,11,2,3,0,0,0,4,0,30,['US'],Drama
8,1976,2,0,1,0,2,0,1,0,0,0,1,0,6,['IT'],"Animation,Comedy,Family"
8,1997,58,0,0,0,35,1,6,1,1,0,2,0,38,"['GB', 'US']",Documentary
8,1986,420,0,50,1,136,2,6,7,1,0,8,5,356,['GB'],Drama
7,2017,58,0,1,0,15,0,3,0,0,0,3,0,9,['IN'],"Comedy,Music"
8,1965,50,0,16,0,38,1,1,0,0,0,1,1,90,['US'],"Action,Adventure,Crime"
4,2018,55,0,2,0,6,0,3,0,0,0,1,1,20,['US'],"Horror,Thriller"
8,2020,104,0,1,0,23,0,3,0,0,0,1,0,30,['US'],Documentary
7,1966,25,0,13,0,64,5,1,0,0,0,1,1,357,['US'],"Action,Crime,Fantasy"
6,1926,58,0,0,0,9,0,7,0,0,0,1,1,12,['US'],"Comedy,Short"
7,2001,44,0,0,0,67,1,8,0,0,0,1,0,11,['GB'],Documentary
8,2015,58,0,1,0,64,0,1,0,0,0,1,0,18,['NL'],Drama
9,2004,58,0,1,0,69,3,5,0,0,0,1,1,74,['US'],"Documentary,Sport"
6,1945,58,0,0,0,7,0,7,0,0,0,1,6,138,['US'],Short
6,1975,80,0,1,0,26,0,8,0,0,0,1,0,21,['SUHH'],Drama
8,1971,60,0,0,0,59,0,4,0,1,0,1,0,20,['US'],Music
8,1992,25,0,12,0,23,1,1,0,0,0,1,1,30,['GB'],"Crime,Drama"
7,1956,58,0,66,1,107,30,3,1,0,0,26,25,2190,"['FR', 'IT']","Comedy,Drama,Romance"
7,1966,98,0,1,0,37,0,3,0,0,0,1,0,14,['TR'],"Drama,Romance"
8,2008,58,0,1,0,26,0,5,0,0,0,2,0,16,"['DE', 'FR']","Documentary,Short"
8,2017,21,0,6,1,109,0,1,0,0,0,1,0,265,['US'],"Comedy,Fantasy,Sci-Fi"
7,2020,62,0,1,0,18,1,4,0,1,0,5,1,111,['KR'],"Drama,Fantasy,History"
7,2023,58,0,6,4,157,8,4,1,1,0,18,23,1189,['US'],"Reality-TV,Talk-Show"
8,2004,58,0,24,0,180,0,4,0,1,0,1,4,72,['US'],Comedy
7,2021,65,0,13,0,16,0,3,0,0,0,2,68,512,['IN'],Sci-Fi
8,2006,139,18,11,1,73,18,3,17,0,0,12,5,2895,['KR'],"Comedy,Crime"
4,2024,58,0,10,1,29,4,3,0,0,0,5,50,249,['US'],"Horror,Mystery,Thriller"
6,1920,58,0,9,0,16,0,3,0,0,0,1,1,11,['GB'],Drama
7,2021,89,4,8,0,49,1,3,8,0,0,5,1,599,['TR'],Drama
7,1997,58,0,2,1,90,0,2,0,0,0,2,0,83,['US'],Sport
9,2004,44,0,4,0,146,1,1,0,0,0,1,1,63,['AU'],"Drama,Romance"
8,2001,60,0,6,0,15,0,4,0,1,0,1,0,69,['GR'],Talk-Show
5,1896,58,0,0,0,1,0,7,0,0,0,1,0,29,['US'],"Documentary,Short"
8,2010,80,0,0,0,12,0,3,1,0,0,6,0,9,['TN'],Drama
8,2006,210,0,26,1,56,0,9,0,0,0,1,6,318,['US'],Sport
8,1972,24,0,9,0,35,2,1,0,0,0,1,3,581,['GB'],"Adventure,Drama,Family"
9,2021,58,0,1,0,16,0,1,0,0,0,1,0,9,['US'],Game-Show
7,2016,90,0,0,0,27,0,1,0,0,0,1,0,19,"['DE', 'AU']","Adventure,Comedy,Game-Show"
7,1988,58,0,1,0,119,0,1,0,0,0,1,0,56,['US'],"Adventure,Animation,Comedy"
8,2008,58,0,1,0,10,0,2,0,0,0,2,0,20,['US'],Fantasy
10,2015,49,0,6,0,22,1,3,0,0,0,2,0,24,['RO'],Documentary
8,1949,110,0,2,0,50,0,3,0,0,0,2,0,8,['BR'],Drama
7,2004,80,0,0,0,38,0,3,0,0,0,1,1,10,['US'],Drama
8,2016,29,3,3,0,31,1,7,2,0,0,6,0,34,['BR'],"Drama,Short"
8,2020,128,0,6,1,18,0,3,0,0,0,2,21,110,['IN'],"Biography,Drama"
8,1997,91,0,5,0,61,0,5,0,0,0,2,2,102,['GB'],"Documentary,Music"
9,1993,58,0,2,0,25,0,4,0,1,0,1,0,14,['GB'],"Drama,Family"
7,2012,89,2,2,0,62,0,8,0,0,0,1,0,87,['DE'],"Crime,Drama"
9,1995,45,0,2,0,109,0,1,0,0,0,1,0,67,['US'],"Crime,Drama,Mystery"
7,1973,58,0,0,0,2,0,1,0,0,0,7,0,20,['US'],"Adventure,Animation,Family"
7,1992,24,0,2,0,91,3,1,0,0,0,1,10,849,['US'],"Comedy,Crime,Fantasy"
9,2015,44,0,12,0,171,3,1,0,0,0,1,9,1090,['US'],"Comedy,Crime,Drama"
9,2004,58,0,0,0,39,0,1,0,0,0,7,0,17,['US'],"Drama,Mystery,Romance"
7,1950,70,0,2,0,63,1,3,0,0,0,4,16,364,['US'],"Action,Adventure,Comedy"
6,1964,9,0,0,0,3,0,7,0,0,0,1,0,10,['GB'],"Documentary,Short"
7,1994,27,0,3,0,50,0,1,0,0,0,1,6,607,['US'],"Comedy,Crime,Fantasy"
7,1988,58,0,0,0,9,0,3,0,0,0,2,0,56,"['US', 'CA']","Action,Crime,Thriller"
7,1939,7,0,4,0,11,1,7,0,0,0,3,4,218,['US'],"Animation,Comedy,Family"
9,1969,10,0,113,0,150,1,4,1,1,0,46,19,6444,['SUHH'],"Action,Adventure,Animation"
8,1991,38,0,1,0,63,0,1,0,0,0,1,0,28,['US'],"Comedy,Talk-Show"
7,1979,101,0,4,0,3,1,3,0,0,0,3,10,279,['JP'],Documentary
9,2018,22,0,1,0,69,0,1,0,0,0,1,1,269,['US'],"Action,Adventure,Animation"
8,1956,6,0,5,0,25,0,7,0,0,0,13,7,761,['US'],"Animation,Comedy,Family"
7,2021,71,1,1,0,8,0,3,3,0,0,5,0,21,['CO'],Documentary
7,2006,58,0,1,0,0,0,2,0,0,0,1,1,31,['US'],Family
6,1977,58,0,1,0,74,2,3,0,0,0,4,20,274,['AU'],Drama
8,1973,60,0,1,0,43,0,1,0,0,0,1,2,102,['US'],"Crime,Drama,Mystery"
5,1991,90,0,3,0,25,0,3,0,0,0,1,0,12,['MX'],Comedy
7,1988,65,0,1,0,18,2,3,0,0,0,5,1,68,['FR'],Drama
7,1998,58,0,0,0,76,0,1,0,0,0,1,0,29,['FR'],"Adventure,Animation,Comedy"
6,2019,58,5,7,2,44,79,3,14,0,0,15,29,2853,"['SE', 'DK']","Drama,Fantasy,Horror"
10,2024,58,0,1,1,8,0,7,0,0,0,1,0,5,['IN'],Short
9,2014,58,0,1,0,1,0,3,0,0,0,4,0,12,['CN'],Documentary
7,1993,58,0,0,0,10,0,5,0,0,1,1,1,103,['US'],Adult
7,1930,16,0,3,0,15,0,7,0,0,0,3,20,433,['US'],"Comedy,Musical,Short"
8,2024,58,0,4,0,143,0,1,0,0,0,1,0,61,['CA'],Comedy
7,1952,54,0,2,0,35,0,3,0,0,0,7,5,113,['US'],Western
8,2004,4,2,1,0,8,0,7,0,0,0,1,0,12,['AU'],"Animation,Short"
9,2014,53,0,1,0,141,0,1,0,0,0,1,0,17,['AU'],"Comedy,Crime"
7,2004,114,2,44,1,424,96,3,8,0,0,34,278,38029,"['GB', 'AU']","Biography,Drama,History"
6,1987,30,0,2,0,33,0,4,0,1,0,2,0,19,['US'],Comedy
7,1989,80,0,6,0,72,0,4,0,1,0,1,0,24,['BE'],"Family,Game-Show"
7,1981,120,2,5,0,60,17,3,3,0,0,12,7,1001,"['FR', 'XWG']","Drama,Sci-Fi"
8,1972,60,0,1,0,54,0,1,0,0,0,1,0,83,['US'],Western
8,1960,60,0,1,0,31,0,1,0,0,0,1,0,12,['US'],Western
8,1983,48,0,8,0,61,2,1,0,0,0,1,6,358,['US'],"Action,Adventure,Crime"
7,1957,58,0,0,0,28,0,1,0,0,0,1,0,8,['US'],Drama
6,1987,58,0,4,0,71,0,3,0,0,0,4,0,24,['AU'],"Action,Adventure"
6,1964,10,2,0,0,7,1,7,0,0,0,2,0,33,['NL'],"Documentary,Short"
10,2022,45,0,5,0,55,0,3,0,0,0,3,9,269,['US'],"Action,Adventure,Comedy"
7,1989,90,0,2,0,37,0,3,0,0,0,2,3,20,['MX'],Comedy
6,1905,6,1,2,0,5,3,7,0,0,0,3,5,835,['US'],"Documentary,Short"
9,1990,76,0,2,0,15,0,8,0,0,0,1,1,21,['BR'],Comedy
7,2012,60,0,0,0,163,0,1,0,0,0,1,0,16,['GB'],"Documentary,Game-Show,Music"
9,1977,140,0,3,0,18,0,8,0,0,0,1,1,8,['AU'],"Drama,Music"
9,2016,58,3,9,0,57,1,3,1,0,0,4,0,24,['US'],"Comedy,Crime,Drama"
7,1990,58,0,0,0,1,0,3,0,0,0,2,0,27,['CZ'],Documentary
5,2013,58,0,1,0,43,1,3,0,0,0,1,0,123,['MY'],"Comedy,Horror,Romance"
8,2018,27,0,0,0,7,0,4,0,1,0,1,0,6,['FI'],Documentary
7,1968,58,0,2,0,21,1,3,0,0,0,3,1,11,"['TW', 'HK']","Drama,Romance"
8,1976,30,0,2,0,47,0,1,0,0,0,1,0,106,['US'],Comedy
7,2019,58,0,13,0,51,0,1,0,0,0,1,0,267,['JP'],"Action,Adventure,Animation"
6,1979,58,0,1,0,45,0,1,0,0,0,1,0,24,['JP'],"Action,Adventure,Animation"
7,1987,72,0,3,0,127,0,3,0,0,0,2,6,74,['US'],"Animation,Music"
7,1935,8,0,1,0,31,1,7,0,0,0,15,9,914,['US'],"Animation,Comedy,Family"
7,2019,27,1,5,0,29,1,7,5,0,0,2,0,108,['US'],"Documentary,Short"
5,1987,88,0,0,0,14,0,3,0,0,0,1,0,9,['JP'],Comedy
8,2012,85,0,7,0,18,0,3,0,0,0,2,0,23,['US'],Drama
7,2011,108,0,1,0,65,2,3,0,0,0,5,2,106,['FR'],Drama
9,1969,55,0,1,0,47,0,1,0,0,0,1,0,26,['US'],"Adventure,Animation,Family"
6,1998,58,0,0,0,7,0,3,0,0,0,3,0,9,['TW'],"Action,Comedy"
6,1991,100,0,3,0,77,1,8,0,0,0,10,4,344,['US'],"Drama,Thriller"
8,2006,3,0,1,0,78,0,1,0,0,0,1,0,29,['FR'],"Adventure,Comedy,Fantasy"
7,2001,90,0,0,0,16,1,5,0,0,1,1,0,19,['DE'],Adult
6,1954,85,0,8,0,80,12,3,0,0,0,23,43,888,"['GB', 'US']","Adventure,History"
7,2015,23,0,8,0,196,0,1,0,0,0,1,1,146,['US'],"Action,Comedy,Family"
7,1953,105,1,12,0,82,4,3,4,0,0,16,63,688,"['XWG', 'US']","Biography,Drama,History"
9,2019,58,0,0,0,12,0,3,0,0,0,1,0,13,['IN'],"Drama,Romance"
7,1999,58,1,3,0,144,0,4,0,1,0,3,4,113,['IT'],Comedy
8,2004,42,0,1,0,101,0,1,0,0,0,1,0,165,['US'],"Adventure,Game-Show,Reality-TV"
7,1973,74,0,20,0,32,3,1,0,0,0,1,5,218,['GB'],"Crime,Drama,Fantasy"
8,2015,6,1,3,0,26,0,7,2,0,0,2,1,21,['GR'],Short
9,1998,58,0,1,0,65,0,1,0,0,0,1,1,116,['US'],"Drama,Family,Fantasy"
4,2011,91,0,2,0,26,1,3,0,0,0,1,1,53,['US'],"Drama,Horror,Thriller"
7,1946,89,0,32,0,31,0,3,0,0,0,7,1,254,['SE'],Drama
7,2012,58,0,0,0,18,1,3,0,0,0,5,0,9,['CN'],Romance
7,1969,90,0,45,0,47,4,3,0,0,0,23,7,1021,"['FR', 'IT']",Comedy
8,1989,14,0,0,0,32,1,7,0,0,0,2,1,60,['AU'],Short
6,1990,58,0,1,0,19,0,2,0,0,0,1,0,27,['JP'],"Action,Fantasy"
9,2016,86,4,89,1,39,1,3,0,0,0,2,23,80,['US'],"Action,Documentary,Drama"
6,1906,58,0,0,0,1,0,7,0,0,0,1,0,8,['GB'],"Documentary,Short"
8,1968,28,0,0,0,18,0,1,0,0,0,1,0,11,['US'],"Family,Fantasy,Music"
3,2019,58,0,32,4,8,0,3,0,0,0,3,0,8,['IN'],"Action,Drama,Thriller"
2,2007,5,0,2,0,12,0,7,0,0,0,1,0,51,['US'],"Drama,Short"
7,1975,110,0,21,0,85,3,3,2,0,0,20,6,713,"['FR', 'IT', 'XWG']","Drama,Thriller"
6,1987,90,0,2,0,23,0,3,0,0,0,4,3,424,['AR'],Comedy
8,1986,47,0,1,0,71,0,1,0,0,0,1,9,482,['US'],"Crime,Drama,Mystery"
6,1997,45,0,0,0,54,0,5,0,0,0,1,0,46,['US'],"Documentary,Reality-TV"
7,1992,58,0,2,1,3,0,2,0,0,0,1,0,14,['GB'],Sport
8,2006,58,0,0,0,79,0,1,0,0,0,1,0,17,['US'],"Comedy,News,Talk-Show"
8,1982,58,0,1,0,75,0,1,0,0,0,1,1,142,['US'],"Drama,Romance"
8,2017,22,0,4,0,176,0,1,0,0,0,1,3,1513,['CA'],Comedy
7,1979,93,0,2,0,51,0,8,0,0,0,1,0,27,['DDDE'],Drama
7,1997,53,0,8,0,78,0,5,0,0,0,3,1,145,['US'],Documentary
7,1993,1,0,6,0,2,0,5,0,0,0,1,1,93,['US'],"Sci-Fi,Short"
9,2009,20,2,1,0,59,0,7,2,0,0,1,0,5,['FR'],"Comedy,Short"
7,2019,119,2,43,5,346,23,3,3,0,0,31,209,5889,['US'],"Drama,Family,Sport"
8,1987,15,0,0,0,1,0,7,0,0,0,1,0,8,['IE'],Short
6,1984,88,0,101,0,36,0,3,0,0,0,1,1,10,['CN'],Crime
6,2022,77,0,2,1,24,1,3,0,0,0,5,0,29,['US'],Documentary
7,1999,113,0,10,1,97,37,3,1,0,0,20,15,2532,['FR'],"Crime,Drama"
8,2006,55,0,1,0,9,0,1,0,0,0,1,0,23,['US'],"Adventure,Animation,Family"
8,1962,25,0,3,0,40,0,1,0,0,0,1,2,200,['US'],"Adventure,Animation,Comedy"
9,2010,22,0,11,0,157,0,1,0,0,0,1,0,170,['JP'],"Action,Adventure,Animation"
5,1982,81,0,1,0,54,0,3,0,0,0,2,0,6,['SUHH'],Drama
7,1974,102,0,58,1,66,32,3,0,0,0,4,30,1343,['US'],"Crime,Drama"
7,1961,81,0,84,0,19,0,3,0,0,0,2,1,174,['GR'],"Comedy,Romance"
5,1997,92,0,16,0,216,15,3,0,0,0,2,8,296,['GB'],"Adventure,Comedy"
8,1969,52,0,4,0,33,0,8,1,0,0,4,6,291,"['CA', 'US']","Comedy,Family,Fantasy"
9,2020,66,0,2,1,41,0,3,0,0,0,2,0,18,"['GB', 'IN']",Documentary
